CourseTitle ,Term ,Faculty ,CourseSection ,Area ,Campus ,Meeting Pattern ,Class ,InstructorOverall ,Learning ,Difficulty ,Global ,Examples ,Workload ,Total Responses ,Number of enrollees
Marketing Research and Analytics ,Spring 2016 ,"McShane, Blake" ,MKTG-450-0 (61) ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.5 ,4.3 ,5.3 ,5.0 ,4.8 ,4.8 ,4.0 ,4 ,7
Operations Management ,Spring 2016 ,"Lariviere, Martin" ,OPNSX-430-0 (105) ,OPNSX ,Off Campus ,TBA  ,4.5 ,4.0 ,4.8 ,4.5 ,4.0 ,4.3 ,3.0 ,5 ,52
Customer Analytics ,Spring 2016 ,"Yao, Song" ,MKTG-953-0 (70) ,MKTG ,Chicago ,Mon 6:00PM - 9:00PM ,4.4 ,5.2 ,5.0 ,5.5 ,4.3 ,4.8 ,3.9 ,16 ,24
Accounting for Management Planning and Control ,Spring 2016 ,"Dye, Ronald" ,ACCTX-431-0 (104) ,ACCTX ,Evanston ,TBA  ,4.4 ,5.0 ,4.5 ,4.4 ,4.0 ,4.7 ,2.4 ,40 ,65
Urban Economic Development and Real Estate Market Analysis ,Spring 2016 ,"Mattoon, Richard" ,REAL-443-5 (81) ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,4.4 ,4.9 ,4.5 ,4.0 ,4.7 ,5.1 ,1.8 ,26 ,56
Intellectual Capital Management ,Spring 2016 ,"Conley, James" ,STRT-441-0 (61) ,STRT ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4.4 ,4.8 ,5.3 ,4.7 ,5.3 ,5.4 ,2.7 ,11 ,19
Enterprise Risk Management ,Spring 2016 ,"Walker, Russell" ,OPNS-923-0 (81) ,OPNS ,Evanston ,Mon 6:30PM - 9:30PM ,4.4 ,4.7 ,4.8 ,4.4 ,5.5 ,5.4 ,2.6 ,17 ,20
Transformation of the US Healthcare Delivery System ,Spring 2016 ,"Schreiner, Robert" ,HEMA-924-5 (81) ,HEMA ,Evanston ,Thu 6:30PM - 9:30PM ,4.4 ,4.7 ,4.6 ,4.3 ,4.0 ,5.0 ,2.2 ,28 ,50
Managerial Finance I ,Spring 2016 ,"Korajczyk, Robert" ,FINCX-430-0 (107) ,FINCX ,Off Campus ,TBA  ,4.4 ,4.7 ,4.7 ,4.9 ,4.7 ,4.9 ,3.5 ,26 ,48
Transformation of the US Healthcare Delivery System ,Spring 2016 ,"Ziskind, Andrew" ,HEMA-924-5 (81) ,HEMA ,Evanston ,Thu 6:30PM - 9:30PM ,4.4 ,4.6 ,4.6 ,4.3 ,4.1 ,5.1 ,2.2 ,28 ,50
Capstone Course ,Spring 2016 ,"Dwyer, Joe" ,STRTX-470-0 (100) ,STRTX ,Evanston ,TBA  ,4.4 ,4.6 ,4.5 ,4.5 ,4.1 ,4.5 ,2.7 ,27 ,55
Marketing Research and Analytics ,Spring 2016 ,"Touré-Tillery, Rima" ,MKTG-450-0 (63) ,MKTG ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4.4 ,4.5 ,5.1 ,4.9 ,3.5 ,4.9 ,3.8 ,25 ,30
Strategic Brand Management ,Spring 2016 ,"Roese, Neal" ,MKTG-925-0 (61) ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.4 ,4.4 ,4.8 ,4.7 ,5.1 ,5.3 ,2.4 ,23 ,31
Board Governance of Non-Profit Organizations ,Spring 2016 ,"Haider, Donald" ,KPPI-455-5 (31) ,KPPI ,Chicago ,Mon 6:00PM - 9:00PM ,4.4 ,4.4 ,4.5 ,4.4 ,4.4 ,4.9 ,2.4 ,14 ,16
Analytical Decision Modeling ,Spring 2016 ,"Deshmukh, Sudhakar" ,OPNS-450-0 (61) ,OPNS ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4.4 ,4.3 ,4.9 ,4.5 ,4.1 ,4.3 ,3.0 ,27 ,47
Entrepreneurial Finance and Venture Capital ,Spring 2016 ,"Baker, Scott" ,FINC-445-0 (80) ,FINC ,Evanston ,Fri 1:30PM - 4:30PM ,4.4 ,4.3 ,5.1 ,5.1 ,4.6 ,5.2 ,3.6 ,36 ,52
New Venture Discovery ,Spring 2016 ,"Wrigley, Desiree" ,KIEI-462-0 (71) ,KIEI ,Chicago ,Mon 6:00PM - 9:00PM ,4.4 ,4.2 ,5.0 ,4.2 ,4.8 ,5.0 ,2.8 ,5 ,17
Personal Leadership Insights ,Spring 2016 ,"Langewisch, Robert" ,KACI-461-5 (66) ,KACI ,Evanston ,Fri 10:10AM - 12:00PM ,4.4 ,4.0 ,4.6 ,4.3 ,3.4 ,4.0 ,2.3 ,7 ,9
Pricing Strategies ,Spring 2016 ,"Dale, Donald" ,MECN-446-0 (61) ,MECN ,Evanston ,Mon/Thu 10:30AM - 12:00PM ,4.3 ,4.9 ,4.8 ,5.0 ,4.5 ,4.7 ,2.8 ,48 ,52
Technology Marketing ,Spring 2016 ,"Sawhney, Mohanbir" ,MKTG-468-0 (61) ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.3 ,4.8 ,5.0 ,4.8 ,5.1 ,5.3 ,3.5 ,24 ,31
Ethics and Leadership ,Spring 2016 ,"Waytz, Adam" ,KPPI-460-0 (61) ,KPPI ,Evanston ,Thu 1:30PM - 4:30PM ,4.3 ,4.7 ,4.8 ,4.4 ,5.0 ,5.1 ,2.3 ,46 ,56
Analytical Consulting Lab ,Spring 2016 ,"Walker, Russell" ,DECS-915-0 (61) ,DECS ,Evanston ,Wed 11:00AM - 12:30PM ,4.3 ,4.7 ,4.4 ,5.1 ,5.0 ,4.7 ,3.5 ,24 ,24
Financial Reporting and Analysis ,Spring 2016 ,"Wang, Clare" ,ACCT-451-0 (62) ,ACCT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.3 ,4.7 ,5.2 ,4.9 ,4.7 ,5.3 ,2.8 ,27 ,32
eCommerce and Digital Marketing ,Spring 2016 ,"Chernoff, Josh" ,MKTG-957-0 (70) ,MKTG ,Chicago ,Thu 6:00PM - 9:00PM ,4.3 ,4.5 ,4.6 ,4.7 ,4.2 ,5.1 ,3.4 ,22 ,36
Marketing Research and Analytics ,Spring 2016 ,"McShane, Blake" ,MKTG-450-0 (62) ,MKTG ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.3 ,4.4 ,5.1 ,4.9 ,3.3 ,4.7 ,3.7 ,29 ,49
International Real Estate ,Spring 2016 ,"Gordon, Jacques" ,REAL-922-5 (81) ,REAL ,Evanston ,Thu 6:30PM - 9:30PM ,4.3 ,4.4 ,4.7 ,4.6 ,5.6 ,5.4 ,3.4 ,10 ,10
Leading and Managing Teams ,Spring 2016 ,"Shea, Catherine" ,MORS-460-0 (71) ,MORS ,Chicago ,Thu 6:00PM - 9:00PM ,4.3 ,4.3 ,5.0 ,4.3 ,4.0 ,4.2 ,2.5 ,16 ,22
Medical Technologies in Developing Countries ,Spring 2016 ,"Palamountain, Kara" ,KPPI-973-5 (81) ,KPPI ,Evanston ,Wed 3:00PM - 6:00PM ,4.3 ,4.3 ,4.3 ,4.6 ,5.3 ,4.6 ,2.9 ,16 ,25
Asset Management Practicum IV ,Spring 2016 ,"Korajczyk, Robert" ,FINC-936-0 (81) ,FINC ,Evanston ,Wed 6:30PM - 9:30PM ,4.3 ,4.3 ,4.7 ,4.3 ,3.3 ,4.3 ,3.0 ,3 ,10
Finance I ,Spring 2016 ,"Milbradt, Konstantin" ,FINC-430-0 (71) ,FINC ,Chicago ,Wed 6:00PM - 9:00PM ,4.3 ,4.3 ,4.8 ,4.7 ,4.5 ,4.6 ,3.2 ,55 ,59
"Leadership: Power, Politics and Talk" ,Spring 2016 ,"Wiley-Little, Anise" ,KACI-469-5 (80C) ,KACI ,Evanston ,Thu 10:45AM - 12:00PM ,4.3 ,4.1 ,4.6 ,4.6 ,3.8 ,4.9 ,2.2 ,9 ,15
Customer Analytics ,Spring 2016 ,"Yao, Song" ,MKTG-953-0 (61) ,MKTG ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.3 ,3.8 ,4.9 ,4.9 ,4.4 ,4.9 ,3.5 ,43 ,58
Capstone Course ,Spring 2016 ,"Darragh, Linda" ,STRTX-470-0 (101) ,STRTX ,Off Campus ,TBA  ,4.2 ,4.8 ,3.8 ,4.2 ,4.0 ,4.7 ,3.3 ,7 ,37
Strategy and Organization ,Spring 2016 ,"Li, Jin" ,STRT-452-0 (62) ,STRT ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,4.2 ,4.6 ,4.8 ,4.5 ,4.6 ,4.8 ,2.1 ,45 ,50
Strategy and Organization ,Spring 2016 ,"Li, Jin" ,STRT-452-0 (71) ,STRT ,Chicago ,Tue 6:00PM - 9:00PM ,4.2 ,4.6 ,4.6 ,4.8 ,4.6 ,5.3 ,2.6 ,11 ,21
Business-to-Business (B2B) Marketing ,Spring 2016 ,"Anderson, James" ,MKTG-453-0 (76) ,MKTG ,Chicago ,Sat 1:30PM - 4:30PM ,4.2 ,4.5 ,4.7 ,4.6 ,4.2 ,5.1 ,2.9 ,13 ,18
Leadership and Crisis Management ,Spring 2016 ,"Feddersen, Timothy" ,KPPI-440-5 (71) ,KPPI ,Chicago ,Non-Standard Meetings ,4.2 ,4.5 ,4.8 ,4.8 ,5.1 ,5.2 ,3.2 ,53 ,58
Product Management for Technology Companies: An Entrepreneurial Perspective ,Spring 2016 ,"Sawhney, Mohanbir" ,KIEI-932-0 (62) ,KIEI ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,4.2 ,4.5 ,4.8 ,4.4 ,5.0 ,5.0 ,3.1 ,36 ,45
Accounting for Management Planning and Control ,Spring 2016 ,"Dye, Ronald" ,ACCTX-431-0 (105) ,ACCTX ,Off Campus ,TBA  ,4.2 ,4.5 ,4.7 ,4.3 ,4.4 ,4.9 ,3.1 ,22 ,51
Securities Analysis ,Spring 2016 ,"Vincent, Linda" ,FINC-463-0 (61) ,FINC ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.2 ,4.2 ,5.0 ,4.9 ,4.3 ,5.2 ,3.7 ,21 ,42
Operations Management ,Spring 2016 ,"Moreno-Garcia, Antonio" ,OPNS-430-0 (64) ,OPNS ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,4.2 ,4.2 ,4.8 ,4.6 ,4.7 ,5.0 ,2.7 ,50 ,62
Leading and Managing Teams ,Spring 2016 ,"Shea, Catherine" ,MORS-460-0 (61) ,MORS ,Evanston ,Mon/Thu 8:30AM - 10:00AM ,4.2 ,4.1 ,4.9 ,4.1 ,4.1 ,4.0 ,2.1 ,28 ,32
Product Management for Technology Companies: An Entrepreneurial Perspective ,Spring 2016 ,"Sawhney, Mohanbir" ,KIEI-932-0 (61) ,KIEI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.2 ,4.1 ,4.8 ,4.0 ,4.8 ,5.0 ,3.1 ,45 ,59
Cross-Cultural Negotiation ,Spring 2016 ,"Cohen-Chen, Smadar" ,MORS-474-0 (61) ,MORS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.2 ,3.5 ,5.0 ,4.4 ,4.9 ,4.5 ,2.4 ,30 ,35
Operations Management ,Spring 2016 ,"Islegen, Ozge" ,OPNS-430-0 (66) ,OPNS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,4.1 ,4.3 ,4.8 ,4.5 ,4.8 ,4.9 ,2.7 ,29 ,34
Thought Leadership Seminar ,Spring 2016 ,"Calder, Bobby" ,MKTG-484-5 (81) ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,4.1 ,4.3 ,4.6 ,4.3 ,4.7 ,4.7 ,2.1 ,7 ,20
Microeconomic Analysis ,Spring 2016 ,"Egorov, Georgy" ,MECN-430-0 (71) ,MECN ,Chicago ,Mon 6:00PM - 9:00PM ,4.1 ,4.1 ,4.8 ,4.8 ,5.1 ,5.1 ,2.9 ,22 ,27
Foundations for Strategy Formulation ,Spring 2016 ,"Hubbard, Thomas" ,STRTX-431-0 (107) ,STRTX ,Off Campus ,TBA  ,4.1 ,4.1 ,4.8 ,5.0 ,4.6 ,5.2 ,3.3 ,11 ,47
Securities Analysis ,Spring 2016 ,"Vincent, Linda" ,FINC-463-0 (81) ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,4.1 ,4.1 ,5.0 ,5.1 ,4.6 ,4.9 ,4.3 ,7 ,14
International Finance ,Spring 2016 ,"Andersen, Torben" ,FINC-470-0 (61) ,FINC ,Evanston ,Tue 1:30PM - 4:30PM ,4.1 ,4.1 ,4.7 ,4.8 ,5.7 ,5.0 ,3.0 ,35 ,47
Foundations for Strategy Formulation ,Spring 2016 ,"Hubbard, Thomas" ,STRTX-431-0 (104) ,STRTX ,Evanston ,TBA  ,4.1 ,4.0 ,4.8 ,4.7 ,4.4 ,4.7 ,2.8 ,44 ,66
Creativity as a Business Tool ,Spring 2016 ,"Thompson, Leigh" ,MORS-955-5 (61) ,MORS ,Evanston ,Mon 1:30PM - 4:30PM ,4.1 ,4.0 ,4.2 ,4.0 ,3.8 ,4.3 ,2.4 ,35 ,50
Managing Digital Media ,Spring 2016 ,"Hirsch, Paul" ,MEDM-915-5 (81) ,MEDM ,Evanston ,Wed 6:30PM - 9:30PM ,4.1 ,3.6 ,3.8 ,4.0 ,3.5 ,4.5 ,2.1 ,25 ,49
"Leadership: Power, Politics and Talk" ,Spring 2016 ,"Mehta, Shawna" ,KACI-469-5 (80E) ,KACI ,Evanston ,Fri 1:45PM - 3:00PM ,4.0 ,4.6 ,4.3 ,4.1 ,4.0 ,4.0 ,1.4 ,7 ,11
Omnichannel Experience Strategy ,Spring 2016 ,"Kolsky, Richard" ,MKTG-451-0 (81) ,MKTG ,Evanston ,Mon 6:30PM - 9:30PM ,4.0 ,4.4 ,4.8 ,4.5 ,4.7 ,4.8 ,3.0 ,30 ,44
Operations Management ,Spring 2016 ,"Moreno-Garcia, Antonio" ,OPNS-430-0 (63) ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.0 ,4.2 ,4.8 ,4.5 ,4.6 ,5.1 ,2.7 ,46 ,55
Operations Management ,Spring 2016 ,"Islegen, Ozge" ,OPNS-430-0 (65) ,OPNS ,Evanston ,Tue/Fri 8:30AM - 10:00AM ,4.0 ,4.1 ,4.7 ,4.6 ,4.2 ,4.7 ,3.2 ,16 ,17
Finance II ,Spring 2016 ,"Chopra, Navin" ,FINC-431-0 (63) ,FINC ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,4.0 ,4.1 ,4.6 ,4.8 ,4.3 ,5.0 ,3.2 ,47 ,55
Law and the Corporate Manager ,Spring 2016 ,"Tiller, Emerson" ,BLAWX-440-0 (100) ,BLAWX ,Evanston ,TBA  ,4.0 ,4.1 ,4.6 ,4.1 ,4.3 ,4.7 ,2.2 ,9 ,39
Macroeconomic Policy and Global Capital Markets ,Spring 2016 ,"Crouzet, Nicolas" ,FINC-941-0 (71) ,FINC ,Chicago ,Tue 6:00PM - 9:00PM ,3.9 ,4.3 ,4.7 ,4.6 ,5.7 ,5.0 ,3.3 ,10 ,28
Managing Firms for Shareholders and Society: Thought Leadership Seminar ,Spring 2016 ,"Wieandt, Axel" ,FINC-484-5 (61) ,FINC ,Evanston ,Mon/Thu 3:30PM - 5:00PM ,3.9 ,4.2 ,4.6 ,4.9 ,5.4 ,4.9 ,2.4 ,13 ,14
Applied Advanced Analytics ,Spring 2016 ,"Deshmukh, Sudhakar" ,OPNS-940-0 (61) ,OPNS ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,3.9 ,3.9 ,4.6 ,4.2 ,3.4 ,4.2 ,3.0 ,47 ,59
Strategy and Organization ,Spring 2016 ,"Li, Jin" ,STRT-452-0 (61) ,STRT ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,3.8 ,4.3 ,4.3 ,4.1 ,4.3 ,4.6 ,2.2 ,41 ,49
Advanced Board Governance ,Spring 2016 ,"Haider, Donald" ,KPPI-471-N (91) ,KPPI ,Evanston ,Non-Standard Meetings ,3.8 ,4.1 ,3.9 ,3.4 ,3.9 ,4.9 ,1.6 ,14 ,29
Marketing Management ,Spring 2016 ,"Labroo, Aparna" ,MKTGX-430-0 (106) ,MKTGX ,Evanston ,TBA  ,3.8 ,3.9 ,4.3 ,4.6 ,4.9 ,4.7 ,3.4 ,32 ,62
"Power In Organizations: Sources, Strategies and Skills" ,Spring 2016 ,"Ocasio, William" ,MORS-453-0 (71) ,MORS ,Chicago ,Tue 6:00PM - 9:00PM ,3.8 ,3.9 ,4.6 ,3.9 ,4.1 ,4.8 ,2.9 ,20 ,35
"Power In Organizations: Sources, Strategies and Skills" ,Spring 2016 ,"Weber, Klaus" ,MORS-453-0 (61) ,MORS ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,3.8 ,3.8 ,4.5 ,4.0 ,4.7 ,5.0 ,2.5 ,46 ,61
Medical Technologies in Developing Countries ,Spring 2016 ,"Dintruff, Robert" ,KPPI-973-5 (81) ,KPPI ,Evanston ,Wed 3:00PM - 6:00PM ,3.8 ,3.7 ,4.1 ,4.3 ,5.3 ,4.6 ,3.3 ,16 ,25
Data Analytics Decisions ,Spring 2016 ,"Shapiro, Joel" ,KMCI-940-5 (81) ,KMCI ,Evanston ,Wed 6:30PM - 9:30PM ,3.7 ,4.6 ,4.2 ,4.7 ,4.2 ,4.9 ,3.2 ,22 ,27
Business Analytics I ,Spring 2016 ,"Weber, Robert" ,DECS-430-5 (71) ,DECS ,Chicago ,Wed 6:00PM - 9:00PM ,3.7 ,4.0 ,4.3 ,4.5 ,3.8 ,4.8 ,3.5 ,15 ,40
The Chief Marketing Officer in the Digital Age ,Spring 2016 ,"Carpenter, Gregory" ,MKTGX-954-0 (102) ,MKTGX ,Evanston ,TBA  ,3.7 ,3.8 ,4.1 ,3.8 ,4.5 ,4.4 ,2.4 ,40 ,59
Managing Organizations for Growth ,Spring 2016 ,"Ocasio, William" ,MORS-946-5 (81) ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,3.7 ,3.7 ,4.3 ,4.1 ,3.9 ,4.8 ,2.9 ,31 ,37
Marketing Strategy ,Spring 2016 ,"Krishnamurthi, Lakshman" ,MKTGX-466-0 (106) ,MKTGX ,Evanston ,TBA  ,3.7 ,3.6 ,4.4 ,4.2 ,4.3 ,4.3 ,3.7 ,46 ,62
Global Corporate Governance ,Spring 2016 ,"Shein, James" ,KIEI-965-0 (81) ,KIEI ,Evanston ,Mon 6:30PM - 9:30PM ,3.7 ,3.3 ,4.1 ,3.3 ,4.7 ,5.3 ,2.0 ,19 ,27
Value Investing ,Spring 2016 ,"Jagannathan, Ravi" ,FINC-444-0 (81) ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,3.6 ,3.2 ,4.7 ,4.4 ,3.8 ,4.9 ,3.1 ,14 ,19
Macroeconomics ,Spring 2016 ,"Eichenbaum, Martin" ,MECNX-450-0 (102) ,MECNX ,Evanston ,TBA  ,3.5 ,3.8 ,4.0 ,4.2 ,5.1 ,4.8 ,3.2 ,24 ,30
Education Consulting Lab ,Spring 2016 ,"Haider, Donald" ,KPPI-918-5 (61) ,KPPI ,Evanston ,TBA  ,3.5 ,2.7 ,2.7 ,3.7 ,2.7 ,2.7 ,3.2 ,6 ,7
The Chief Marketing Officer in the Digital Age ,Spring 2016 ,"Carpenter, Gregory" ,MKTGX-954-0 (104) ,MKTGX ,Evanston ,TBA  ,3.4 ,3.4 ,3.3 ,3.2 ,3.8 ,4.0 ,2.6 ,47 ,72
Consumer Insight Competition ,Spring 2016 ,"Schieffer, Robert" ,MKTG-947-0 (81) ,MKTG ,Evanston ,Tue 6:30PM - 9:30PM ,3.4 ,2.7 ,3.8 ,3.7 ,3.0 ,3.9 ,2.8 ,20 ,25
eCommerce and Digital Marketing ,Spring 2016 ,"Khan, Romana" ,MKTG-957-0 (61) ,MKTG ,Evanston ,Mon/Thu 1:30PM - 3:00PM ,3.4 ,2.6 ,3.7 ,3.7 ,3.3 ,4.0 ,2.4 ,10 ,17
Advanced Board Governance ,Spring 2016 ,"Haider, Donald" ,KPPI-471-0 (91) ,KPPI ,Evanston ,Non-Standard Meetings ,3.3 ,3.7 ,3.7 ,3.0 ,2.7 ,4.3 ,2.0 ,3 ,12
Recruiting & Retaining Talent in Growth Companies ,Spring 2016 ,"Weinfurter, Daniel" ,MORS-915-5 (81) ,MORS ,Evanston ,Thu 6:30PM - 9:30PM ,3.3 ,3.3 ,3.7 ,3.5 ,3.9 ,4.8 ,2.7 ,29 ,32
Strategic Challenges in Emerging Markets ,Spring 2016 ,"Perkins, Susan" ,STRT-466-0 (61) ,STRT ,Evanston ,Wed 1:30PM - 4:30PM ,3.3 ,3.3 ,4.0 ,3.9 ,5.6 ,2.6 ,2.6 ,11 ,14
Education Consulting Lab ,Spring 2016 ,"Haider, Donald" ,KPPI-918-0 (61) ,KPPI ,Evanston ,TBA 12:00AM - 12:00AM ,3.0 ,5.0 ,4.0 ,3.0 ,5.0 ,3.0 ,2.0 ,1 ,1
International Business Strategy ,Spring 2016 ,"Levy, Philip" ,STRT-460-0 (61) ,STRT ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,2.9 ,3.0 ,3.5 ,3.5 ,4.9 ,4.4 ,2.2 ,26 ,39
"Patient-Centric Business Models, Solution and Strategies" ,Spring 2016 ,"Honigberg, Robert" ,HEMA-926-5 (81) ,HEMA ,Evanston ,Thu 6:30PM - 9:30PM ,2.6 ,2.5 ,3.0 ,2.7 ,3.5 ,3.9 ,1.8 ,23 ,35
Advanced Board Governance ,Spring 2016 ,"Haider, Donald" ,KPPI-471-C (91) ,KPPI ,Evanston ,Non-Standard Meetings ,2.5 ,2.5 ,3.0 ,3.0 ,3.0 ,4.0 ,2.5 ,2 ,8
Managing Turnarounds ,Spring 2016 ,"Shein, James" ,STRT-934-0 (61) ,STRT ,Evanston ,Tue 1:30PM - 4:30PM ,2.2 ,2.1 ,2.9 ,2.6 ,3.3 ,3.8 ,2.2 ,33 ,47
Real Estate Lab ,Winter 2016 ,"Bennett, William" ,REAL-916-0 (61) ,REAL ,Evanston ,Mon 1:30PM - 3:00PM ,6.0 ,6.0 ,6.0 ,6.0 ,5.0 ,6.0 ,4.0 ,1 ,4
Psychological Theory in Consumer Behavior ,Winter 2016 ,"Brendl, C. Miguel" ,MKTG-541-0 (21) ,MKTG ,Evanston ,Tue 1:00PM - 4:00PM ,6.0 ,6.0 ,6.0 ,6.0 ,4.0 ,4.5 ,3.5 ,2 ,3
Macro-Organizational Research Methods ,Winter 2016 ,"Smith, Edward (Ned)" ,MORS-426-2 (21) ,MORS ,Evanston ,Mon 2:00PM - 5:00PM ,6.0 ,6.0 ,5.8 ,6.0 ,6.0 ,5.8 ,3.8 ,6 ,6
Global Corporate Restructuring ,Winter 2016 ,"Liberti, Jose Maria" ,FINCX-448-0 (MA1) ,FINCX ,Off Campus ,TBA  ,6.0 ,5.9 ,6.0 ,6.0 ,6.0 ,6.0 ,5.3 ,43 ,67
The World Economy ,Winter 2016 ,"Rebelo, Sergio" ,FINCX-450-0 (EA1) ,FINCX ,Evanston ,TBA  ,5.9 ,6.0 ,5.7 ,5.8 ,6.0 ,5.9 ,1.9 ,29 ,59
Personal Leadership Insights ,Winter 2016 ,"Corona, Paul" ,KACI-461-5 (71) ,KACI ,Chicago ,Tue 6:00PM - 9:00PM ,5.9 ,6.0 ,5.8 ,6.0 ,5.0 ,5.4 ,2.9 ,10 ,10
Leadership and Organizations ,Winter 2016 ,"Uzzi, Brian" ,MORSX-431-0 (107) ,MORSX ,Off Campus ,TBA  ,5.9 ,5.9 ,5.9 ,5.8 ,5.7 ,5.8 ,3.5 ,40 ,50
"Mergers and Acquisitions, LBOs and Corporate Restructuring" ,Winter 2016 ,"Liberti, Jose Maria" ,FINC-448-0 (81) ,FINC ,Evanston ,Wed 6:30PM - 9:30PM ,5.8 ,6.0 ,5.9 ,5.9 ,5.6 ,6.0 ,5.9 ,34 ,38
Managing Firms for Shareholders and Society: Thought Leadership Seminar ,Winter 2016 ,"Matsa, David" ,FINC-484-5 (62) ,FINC ,Evanston ,Tue/Fri 1:30PM - 3:00PM ,5.8 ,6.0 ,5.4 ,5.7 ,5.6 ,5.9 ,2.6 ,9 ,10
Global Entrepreneurial Finance ,Winter 2016 ,"Liberti, Jose Maria" ,FINC-945-0 (81) ,FINC ,Evanston ,Tue 6:30PM - 9:30PM ,5.8 ,5.9 ,6.0 ,6.0 ,6.0 ,6.0 ,5.8 ,39 ,42
Public Economics for Business Leaders: Federal Policy ,Winter 2016 ,"Besanko, David" ,KPPI-470-0 (61) ,KPPI ,Evanston ,Tue/Fri 10:30AM - 12:00PM ,5.8 ,5.9 ,5.8 ,5.9 ,6.0 ,5.9 ,4.1 ,56 ,63
Marketing Strategy ,Winter 2016 ,"Chernev, Alexander" ,MKTGX-466-0 (104) ,MKTGX ,Evanston ,TBA  ,5.8 ,5.8 ,5.8 ,5.9 ,5.5 ,5.7 ,3.2 ,45 ,66
Marketing Strategy ,Winter 2016 ,"Chernev, Alexander" ,MKTGX-466-0 (105) ,MKTGX ,Off Campus ,TBA  ,5.8 ,5.8 ,5.9 ,5.9 ,5.7 ,5.8 ,4.0 ,29 ,52
Personal Leadership Insights ,Winter 2016 ,"Carroll, Shana" ,KACI-461-5 (63) ,KACI ,Evanston ,Tue 3:10PM - 5:00PM ,5.8 ,5.7 ,5.9 ,5.6 ,5.7 ,5.8 ,2.4 ,9 ,10
Derivative Markets II ,Winter 2016 ,"McDonald, Robert" ,FINC-467-0 (81) ,FINC ,Evanston ,Thu 6:30PM - 9:30PM ,5.7 ,6.0 ,5.7 ,5.9 ,5.9 ,6.0 ,3.1 ,7 ,8
New Venture Discovery ,Winter 2016 ,"Cast, Carter" ,KIEI-462-0 (61) ,KIEI ,Evanston ,Tue 1:30PM - 4:30PM ,5.7 ,5.9 ,5.7 ,5.6 ,5.0 ,5.7 ,3.6 ,32 ,32
Advertising Strategy ,Winter 2016 ,"Rucker, Derek" ,MKTGX-454-0 (MA1) ,MKTGX ,Off Campus ,TBA  ,5.7 ,5.9 ,5.9 ,5.7 ,5.6 ,5.8 ,3.1 ,20 ,50
Personal Leadership Insights ,Winter 2016 ,"Langewisch, Robert" ,KACI-461-5 (64) ,KACI ,Evanston ,Fri 10:10AM - 12:00PM ,5.7 ,5.4 ,5.6 ,4.9 ,4.8 ,4.6 ,2.4 ,9 ,10
Public Economics for Business Leaders: Federal Policy ,Winter 2016 ,"Besanko, David" ,KPPI-470-0 (62) ,KPPI ,Evanston ,Tue/Fri 3:30PM - 5:00PM ,5.6 ,5.9 ,5.8 ,5.8 ,5.9 ,5.9 ,4.0 ,58 ,60
Social Processes In Organizations ,Winter 2016 ,"Brett, Jeanne" ,MORS-424-2 (21) ,MORS ,Evanston ,Thu 12:00PM - 3:00PM ,5.6 ,5.9 ,5.9 ,5.7 ,5.8 ,5.5 ,3.2 ,7 ,8
Financial Modeling for Leveraged Buyout Transactions ,Winter 2016 ,"Saraiya, Chirag" ,FINC-940-5 (30) ,FINC ,Chicago ,Mon 6:00PM - 9:00PM ,5.6 ,5.8 ,5.6 ,5.4 ,5.2 ,5.4 ,3.2 ,27 ,31
Introduction to Software Development ,Winter 2016 ,"Cohen, Jeffrey" ,KIEI-924-5 (70) ,KIEI ,Chicago ,Wed 6:00PM - 9:00PM ,5.6 ,5.7 ,5.5 ,5.6 ,4.9 ,5.1 ,3.1 ,42 ,48
